epsilon,contaminant_location,replicate,n,hellinger_loss,hellinger_squared_loss,tv_loss
0.02,-1.5,2,200000,0.00836916242416056,7.004287968198107e-05,0.009905383834069643
0.02,-1.5,3,200000,0.008812297452820453,7.765658639698585e-05,0.010911377175047213
0.02,-1.0,0,200000,0.00955158108540453,9.123270123105759e-05,0.011159607395952075
0.02,-1.0,1,200000,0.009118278724329644,8.314300689456264e-05,0.010719376345059326
0.02,-1.0,2,200000,0.007586935969473227,5.7561597404886655e-05,0.009165295552774804
0.02,-1.0,3,200000,0.007624754230576666,5.813687707669677e-05,0.009972718422358388
0.02,-0.5,0,200000,0.01097335163164333,0.00012041444603168934,0.012440430390193815
0.02,-0.5,1,200000,0.009025642429533577,8.146222126579678e-05,0.011052846876405181
0.02,-0.5,2,200000,0.006887685779008382,4.744021539035431e-05,0.008922215394687993
0.02,-0.5,3,200000,0.00709426359664153,5.032857597863322e-05,0.008379229737130511
0.02,0.0,0,200000,0.012207860072748834,0.00014903184755581515,0.013436226131129221
0.02,0.0,1,200000,0.008687817877053782,7.547817946485529e-05,0.011017342278114062
0.02,0.0,2,200000,0.006633436804804137,4.400248384333012e-05,0.008506094124616396
0.02,0.0,3,200000,0.006755652554681924,4.56388414395804e-05,0.007823316495607214
0.02,0.5,0,200000,0.012987791003787986,0.00016868271515807615,0.01408533158020765
0.02,0.5,1,200000,0.008083576532856927,6.534420956255522e-05,0.010038505469862976
0.02,0.5,2,200000,0.006964002146164985,4.8497325891790516e-05,0.008141400401720863
0.02,0.5,3,200000,0.006404774740594988,4.10211394777636e-05,0.007753265224280007
0.02,1.0,0,200000,0.013096298586678195,0.00017151303667142928,0.01418193853478354
0.02,1.0,1,200000,0.00742305627112259,5.5101764404252406e-05,0.00832588171178924
0.02,1.0,2,200000,0.007677189215632511,5.893923425262413e-05,0.00917889975786837
0.02,1.0,3,200000,0.006464607474556816,4.179114980009586e-05,0.007924252443730838
0.02,1.5,0,200000,0.012521393639326087,0.0001567852986709558,0.013829076607029858
0.02,1.5,1,200000,0.007138911427111492,5.0964056364143044e-05,0.008332285135313136
0.02,1.5,2,200000,0.00841168299255476,7.075641076723502e-05,0.01026658963223309
0.02,1.5,3,200000,0.007175252431307769,5.148424745298805e-05,0.007859304288396998
0.02,2.0,0,200000,0.011515931162079478,0.0001326166705297532,0.013488473986050974
0.02,2.0,1,200000,0.007705868484602367,5.938040910198798e-05,0.009745823840637829
0.02,2.0,2,200000,0.008932449385014479,7.978865201584555e-05,0.0110578184846314
0.02,2.0,3,200000,0.008427565870797194,7.102386650662568e-05,0.009705277434220507
0.02,2.5,0,200000,0.01061491683185479,0.00011267645934719414,0.013876931545573448
0.02,2.5,1,200000,0.009517047208779399,9.057418757413575e-05,0.010984764803483557
0.02,2.5,2,200000,0.009406879945748327,8.848939031372204e-05,0.01175901824211399
0.02,2.5,3,200000,0.010515823143279078,0.00011058253638072387,0.011877791403643626
0.02,3.0,0,200000,0.01061843057629332,0.0001127510679035609,0.014362698981018805
0.02,3.0,1,200000,0.012887523081842522,0.0001660882511850238,0.012315404027458055
0.02,3.0,2,200000,0.010458345474372445,0.0001093769900613266,0.012880114237127618
0.02,3.0,3,200000,0.014159355249302672,0.00020048734107595514,0.013676786908451883
